# Generated by Log[com.rapidminer.datatable.SimpleDataTable]
# Criterion	PerformancMainCrit	StdDeviation	Minimal size for split	Minimal leaf size	Minimal gain
gain_ratio	0.5606828487596692	0.016355673434053804	21.0	41.0	0.0
gini_index	0.5617300482056775	0.022058313872906653	21.0	41.0	0.0
accuracy	0.5547220361687877	0.013404178837356392	21.0	41.0	0.0
information_gain	0.5671422856380851	0.023321429767170908	31.0	41.0	0.0
gain_ratio	0.5705709711846318	0.017310939204049323	31.0	41.0	0.0
gini_index	0.5585006693440429	0.015089389820093828	31.0	41.0	0.0
gain_ratio	0.5657280128119578	0.0181890184462375	41.0	41.0	0.0
accuracy	0.5570433851098018	0.014755609675278919	31.0	41.0	0.0
information_gain	0.5700760101346847	0.023619023052733796	41.0	41.0	0.0
gini_index	0.5594695954995982	0.01430741405702802	41.0	41.0	0.0
accuracy	0.555763823805061	0.010769874815705524	41.0	41.0	0.0
information_gain	0.5670268107242897	0.01680297681081664	51.0	41.0	0.0
gain_ratio	0.5634592286133725	0.017126807713300628	51.0	41.0	0.0
gini_index	0.5650776647027317	0.01236855585427719	51.0	41.0	0.0
accuracy	0.557475884244373	0.020301189715938733	51.0	41.0	0.0
gain_ratio	0.5644687666844634	0.01654198858563458	60.0	41.0	0.0
information_gain	0.5642838090157375	0.010283220902841655	60.0	41.0	0.0
gini_index	0.5632707774798927	0.018542110280355	60.0	41.0	0.0
accuracy	0.557357276869472	0.020614424929030123	60.0	41.0	0.0
gain_ratio	0.564526891765648	0.014097532992615567	70.0	41.0	0.0
information_gain	0.5636751566875583	0.014917069303423342	70.0	41.0	0.0
accuracy	0.5586936153125418	0.020289101542909405	70.0	41.0	0.0
gini_index	0.5580117899249732	0.013046901678002865	70.0	41.0	0.0
gain_ratio	0.572572038420491	0.018124426338428333	80.0	41.0	0.0
gini_index	0.5619302949061662	0.02152818950885746	80.0	41.0	0.0
information_gain	0.5657508668978394	0.020365961349788214	80.0	41.0	0.0
accuracy	0.5559721478307446	0.014480392631640476	80.0	41.0	0.0
gain_ratio	0.5681696905016008	0.019683006296338727	90.0	41.0	0.0
information_gain	0.5646603496596824	0.013370593155079862	90.0	41.0	0.0
gini_index	0.5541878512175542	0.02343563181884052	90.0	41.0	0.0
accuracy	0.5550348152115694	0.008496661091993344	90.0	41.0	0.0
gain_ratio	0.5662795354425311	0.013842751581618561	100.0	41.0	0.0
information_gain	0.568360677604375	0.01473472115311114	100.0	41.0	0.0
gini_index	0.557133288680509	0.021551252688949692	100.0	41.0	0.0
accuracy	0.5592493297587131	0.019667324624288194	100.0	41.0	0.0
gain_ratio	0.5625333333333333	0.0174910770902715	1.0	51.0	0.0
gini_index	0.5603425207385604	0.02118819539119199	1.0	51.0	0.0
information_gain	0.5669333333333333	0.012758265294836181	1.0	51.0	0.0
gain_ratio	0.5664	0.013210097148268252	11.0	51.0	0.0
accuracy	0.5519871537535126	0.01706213496895107	1.0	51.0	0.0
information_gain	0.568475796772903	0.010808972706758166	11.0	51.0	0.0
accuracy	0.5422073578595318	0.012018562904605673	11.0	51.0	0.0
gini_index	0.5571313888145571	0.019853824821856207	11.0	51.0	0.0
gain_ratio	0.5684	0.017292773056976248	21.0	51.0	0.0
information_gain	0.5692759034537939	0.014437645227417835	21.0	51.0	0.0
gini_index	0.5587369547765587	0.019258629709339475	21.0	51.0	0.0
gain_ratio	0.5712	0.010933333333336409	31.0	51.0	0.0
accuracy	0.5563135366506153	0.012279560736318038	21.0	51.0	0.0
information_gain	0.5652	0.006914075819978426	31.0	51.0	0.0
gini_index	0.5552582285255553	0.016374670029886036	31.0	51.0	0.0
accuracy	0.546914736983001	0.011699004553559381	31.0	51.0	0.0
information_gain	0.5701520405441451	0.008300375476112967	41.0	51.0	0.0
gain_ratio	0.5671781187458306	0.014184732209883335	41.0	51.0	0.0
gini_index	0.5558674151296444	0.015238406889837389	41.0	51.0	0.0
accuracy	0.551627159501808	0.02171905955252273	41.0	51.0	0.0
gain_ratio	0.5724	0.010084972318585982	51.0	51.0	0.0
information_gain	0.568	0.020044395171162514	51.0	51.0	0.0
gini_index	0.5587055362396363	0.014666835288932012	51.0	51.0	0.0
accuracy	0.5509030100334448	0.021570886425496056	51.0	51.0	0.0
gain_ratio	0.5672	0.012106196760340271	60.0	51.0	0.0
information_gain	0.5644171779141104	0.026062806808468814	60.0	51.0	0.0
gini_index	0.5535045478865703	0.010590517470178949	60.0	51.0	0.0
accuracy	0.554276535938964	0.011353142974120978	60.0	51.0	0.0
gain_ratio	0.5699039487726788	0.016352337311178647	70.0	51.0	0.0
information_gain	0.5644	0.016210284801116213	70.0	51.0	0.0
gini_index	0.5553920256890554	0.01457748668126329	70.0	51.0	0.0
accuracy	0.5515995181367956	0.017271861097622167	70.0	51.0	0.0
information_gain	0.5610081344179224	0.019656017962262858	80.0	51.0	0.0
gain_ratio	0.5666844491864497	0.008533772070900465	80.0	51.0	0.0
gini_index	0.5578595317725753	0.011516570919673699	80.0	51.0	0.0
accuracy	0.5439347331817573	0.019534939586734038	80.0	51.0	0.0
gain_ratio	0.5725333333333333	0.016408128067109836	90.0	51.0	0.0
information_gain	0.5610829554547879	0.01363432736768728	90.0	51.0	0.0
gini_index	0.5543216483810544	0.014903903635708498	90.0	51.0	0.0
accuracy	0.5491298527443106	0.01789340137873002	90.0	51.0	0.0
information_gain	0.5626666666666666	0.013293273152655683	100.0	51.0	0.0
gini_index	0.5635026737967914	0.009442995151797369	100.0	51.0	0.0
gain_ratio	0.5670845558815684	0.011372328574123423	100.0	51.0	0.0
accuracy	0.56	0.012238590737230992	100.0	51.0	0.0
gain_ratio	0.5648753167088946	0.011294325440093133	1.0	60.0	0.0
information_gain	0.5648172846092291	0.014506419612583601	1.0	60.0	0.0
gini_index	0.5487234326961636	0.010056049665008972	1.0	60.0	0.0
accuracy	0.5448829431438127	0.015626158219930922	1.0	60.0	0.0
information_gain	0.5696185649506535	0.015385397919644673	11.0	60.0	0.0
gain_ratio	0.5700186716457722	0.006652677555018932	11.0	60.0	0.0
accuracy	0.5467433462618697	0.02155485093452683	11.0	60.0	0.0
gini_index	0.5534162321165931	0.01584874833796847	11.0	60.0	0.0
gain_ratio	0.5624749966662221	0.020195648171890006	21.0	60.0	0.0
information_gain	0.5705333333333333	0.01786318374012029	21.0	60.0	0.0
gini_index	0.5611385807831084	0.026197842411351077	21.0	60.0	0.0
accuracy	0.5457463884430177	0.016611218116632437	21.0	60.0	0.0
gain_ratio	0.561941592212295	0.01339106987071348	31.0	60.0	0.0
information_gain	0.5653333333333334	0.015002222057635555	31.0	60.0	0.0
gini_index	0.5604013377926421	0.011714858168591946	31.0	60.0	0.0
gain_ratio	0.5693518271539078	0.011585122803153708	41.0	60.0	0.0
accuracy	0.5444206582820444	0.015233758965020048	31.0	60.0	0.0
gini_index	0.5529411764705883	0.01450960667607637	41.0	60.0	0.0
information_gain	0.5673512936783143	0.013283253874235335	41.0	60.0	0.0
accuracy	0.5438854696280438	0.016981846307889844	41.0	60.0	0.0
gain_ratio	0.5642256902761105	0.018198432550347997	51.0	60.0	0.0
information_gain	0.5718666666666666	0.018001975200272125	51.0	60.0	0.0
gini_index	0.5514981273408239	0.015165117388452254	51.0	60.0	0.0
gain_ratio	0.5681515070685517	0.019106462501624368	60.0	60.0	0.0
accuracy	0.543327092805563	0.015622678174282775	51.0	60.0	0.0
information_gain	0.5586666666666666	0.012249263016381722	60.0	60.0	0.0
accuracy	0.5435335027417414	0.010536570784632153	60.0	60.0	0.0
gini_index	0.5485767740211145	0.017959331814516494	60.0	60.0	0.0
gain_ratio	0.5592	0.012032548450855914	70.0	60.0	0.0
information_gain	0.5705333333333333	0.014720507237636054	70.0	60.0	0.0
accuracy	0.5468164794007491	0.01646528505423387	70.0	60.0	0.0
gini_index	0.5493447445841134	0.012248410054422936	70.0	60.0	0.0
gain_ratio	0.5650666666666667	0.015304901175768897	80.0	60.0	0.0
information_gain	0.5625333333333333	0.012892030268519728	80.0	60.0	0.0
accuracy	0.5443359636217734	0.016105547204051524	80.0	60.0	0.0
gini_index	0.5500601523860447	0.017261318301808756	80.0	60.0	0.0
information_gain	0.5646086144819309	0.008572490533191438	90.0	60.0	0.0
gain_ratio	0.5666666666666667	0.012147244772195172	90.0	60.0	0.0
gini_index	0.5564613123078979	0.010712012977469572	90.0	60.0	0.0
accuracy	0.5445054209610494	0.013690864869954938	90.0	60.0	0.0
gain_ratio	0.5561483062149907	0.01621340811133063	100.0	60.0	0.0
information_gain	0.5678666666666666	0.017358443350591123	100.0	60.0	0.0
gini_index	0.5596845341531881	0.01167849584290497	100.0	60.0	0.0
accuracy	0.5492712929536034	0.017484616456840803	100.0	60.0	0.0
gain_ratio	0.561941592212295	0.016848476196044508	1.0	70.0	0.0
information_gain	0.564	0.018542443803940455	1.0	70.0	0.0
gini_index	0.5536549512227716	0.01787125994654486	1.0	70.0	0.0
gain_ratio	0.5648753167088946	0.018878580508365175	11.0	70.0	0.0
accuracy	0.5449926460756785	0.018730470077007608	1.0	70.0	0.0
information_gain	0.5665333333333333	0.006035450825477385	11.0	70.0	0.0
gini_index	0.5642293810987836	0.023096375776026166	11.0	70.0	0.0
accuracy	0.5463903743315508	0.01022682468372435	11.0	70.0	0.0
information_gain	0.5694666666666667	0.01237129293521481	21.0	70.0	0.0
gain_ratio	0.5587568360677604	0.01343063336909462	21.0	70.0	0.0
gini_index	0.555674375083545	0.015011041898457887	21.0	70.0	0.0
accuracy	0.5514293347582153	0.012068468914475602	21.0	70.0	0.0
information_gain	0.5697519338490264	0.016372167438982493	31.0	70.0	0.0
gain_ratio	0.563275103347113	0.013772478784067189	31.0	70.0	0.0
gini_index	0.5596207771398051	0.012081469406297457	31.0	70.0	0.0
gain_ratio	0.5674846625766872	0.014554170997235976	41.0	70.0	0.0
accuracy	0.5445676867566484	0.013869356484140248	31.0	70.0	0.0
information_gain	0.5713333333333334	0.012411464234511437	41.0	70.0	0.0
accuracy	0.5457704129359883	0.012047991135284491	41.0	70.0	0.0
gini_index	0.5522727272727272	0.02819421001366181	41.0	70.0	0.0
gain_ratio	0.5692184582555349	0.026426762781358856	51.0	70.0	0.0
information_gain	0.562283275540144	0.021616881897350327	51.0	70.0	0.0
gini_index	0.5500467726847521	0.017952919299916794	51.0	70.0	0.0
accuracy	0.543425975414217	0.010204976982669731	51.0	70.0	0.0
gain_ratio	0.5644171779141104	0.017610229654506926	60.0	70.0	0.0
information_gain	0.5656	0.015908627987489342	60.0	70.0	0.0
accuracy	0.5477877289132469	0.014763282040476802	60.0	70.0	0.0
gini_index	0.5558968879390944	0.011688493638059183	60.0	70.0	0.0
gain_ratio	0.5630084011201494	0.014110209557649345	70.0	70.0	0.0
information_gain	0.5758666666666666	0.008833270440028152	70.0	70.0	0.0
gini_index	0.5531062124248497	0.010418152660995684	70.0	70.0	0.0
accuracy	0.5490379476215927	0.011831251919738946	70.0	70.0	0.0
information_gain	0.5692	0.016572534172203113	80.0	70.0	0.0
gain_ratio	0.5653507602027207	0.016905429408554593	80.0	70.0	0.0
gini_index	0.5590004009087265	0.011685411200798582	80.0	70.0	0.0
accuracy	0.5418837675350702	0.01188938634635282	80.0	70.0	0.0
gain_ratio	0.5701333333333334	0.013107419442606669	90.0	70.0	0.0
information_gain	0.5533333333333333	0.015560634091621672	90.0	70.0	0.0
gini_index	0.5595938001068947	0.010662294006598565	90.0	70.0	0.0
accuracy	0.5419786096256685	0.01513437919626969	90.0	70.0	0.0
gain_ratio	0.5575410054673956	0.013057113868991329	100.0	70.0	0.0
information_gain	0.5642666666666667	0.009884668262852402	100.0	70.0	0.0
gini_index	0.5551249498864091	0.015791302336208773	100.0	70.0	0.0
accuracy	0.5473262032085562	0.013999178353213576	100.0	70.0	0.0
information_gain	0.5657333333333333	0.015697699760720673	1.0	80.0	0.0
gain_ratio	0.5669333333333333	0.015524031549685253	1.0	80.0	0.0
gini_index	0.5611645299145299	0.012172202198584952	1.0	80.0	0.0
accuracy	0.5438526231477774	0.014600527679731693	1.0	80.0	0.0
gain_ratio	0.5586823152840757	0.014344565281173042	11.0	80.0	0.0
gini_index	0.560421952196555	0.018569581280700274	11.0	80.0	0.0
information_gain	0.5585489463857028	0.016836022647293527	11.0	80.0	0.0
accuracy	0.5417278675390573	0.01374979022649303	11.0	80.0	0.0
information_gain	0.56	0.013077546490925459	21.0	80.0	0.0
gain_ratio	0.5624749966662221	0.011611036250368042	21.0	80.0	0.0
gini_index	0.5536858974358975	0.019078851683826007	21.0	80.0	0.0
accuracy	0.5430021367521367	0.020856092547784907	21.0	80.0	0.0
information_gain	0.5685333333333333	0.021117238876749087	31.0	80.0	0.0
gain_ratio	0.5604	0.019377420995699446	31.0	80.0	0.0
gini_index	0.5520555258942872	0.015583637510834783	31.0	80.0	0.0
accuracy	0.5419225634178905	0.019002564068415627	31.0	80.0	0.0
gain_ratio	0.5686666666666667	0.010917875251164303	41.0	80.0	0.0
information_gain	0.564	0.01839806753137071	41.0	80.0	0.0
gini_index	0.5597971169247197	0.017440195568071845	41.0	80.0	0.0
accuracy	0.5475904418635696	0.015585811492263613	41.0	80.0	0.0
gain_ratio	0.5594666666666667	0.014375287436739582	51.0	80.0	0.0
information_gain	0.5653333333333334	0.019937680685351202	51.0	80.0	0.0
gini_index	0.5566982770134901	0.015111213935325118	51.0	80.0	0.0
accuracy	0.5415943383629322	0.016981912796883675	51.0	80.0	0.0
information_gain	0.5630666666666667	0.012235467570411133	60.0	80.0	0.0
gain_ratio	0.5665510802880768	0.012926996572332785	60.0	80.0	0.0
gini_index	0.5604967948717948	0.009387031993551015	60.0	80.0	0.0
accuracy	0.5452845311247663	0.014836444544935382	60.0	80.0	0.0
information_gain	0.5656	0.0198285988746907	70.0	80.0	0.0
gain_ratio	0.5582666666666667	0.013741098128522457	70.0	80.0	0.0
gini_index	0.5588038980109464	0.011227789659529225	70.0	80.0	0.0
accuracy	0.5389853137516689	0.017240433965527227	70.0	80.0	0.0
gain_ratio	0.5648926237161531	0.015298348639944179	80.0	80.0	0.0
gini_index	0.5611481975967957	0.00895859259164063	80.0	80.0	0.0
information_gain	0.5664	0.011373262993137219	80.0	80.0	0.0
accuracy	0.5410098851188886	0.014724328172220129	80.0	80.0	0.0
